_id,_rev,deviceType,deviceId,eventType,format,timestamp,WS_sensorData_NO2,WS_sensorData_NO,WS_sensorData_NOX,WS_sensorData_StWd,WS_sensorData_WDS,WS_sensorData_WDD,WS_sensorData_ITemp,WS_sensorData_O3,WS_sensorData_SO2,WS_sensorData_Filter,WS_sensorData_PM2_5,WS_sensorData_PM10,WS_sensorData_O_Xyle,WS_sensorData_EthylB,WS_sensorData_BENZN,WS_sensorData_TOLUEN,WS_sensorData_TEMP,WS_sensorData_TOL,WS_sensorData_FILTER25,WS_sensorData_PM_10_25,WS_sensorData_BP,WS_sensorData_PREC,WS_sensorData_SR,WS_sensorData_CO,WS_sensorData_RH,WS_sensorData_NO2_TRAFIC,WS_sensorData_NO_TRAFIC,WS_sensorData_NOX_TRAFIC,WS_sensorData_CO_TRAFIC,WSV2_sensorData_BENZN,WSV2_sensorData_TOLUEN,date,time
8c91a6a0-7d2f-11e7-89bf-73f282b91553,1-2a8a8628f326437559274eb34c74f0bf,WS,Shprintsak,sensorData,json,2017-08-09T18:21:23.338Z,16.5,-0.3,16,,1.9,331,21.4,77.2,1.5,5,10.9,23.9,,,,,24,,40,12.9,984,0,40,0.26,78,,,,,,,2017-08-09,18:21:23.338Z
8c92b810-7d2f-11e7-a9e4-4d653ae9914c,1-3e2d4dfbb1adead9f6394b5c2bfecc33,WS,Ahuza,sensorData,json,2017-08-09T18:21:23.345Z,30.1,1.7,32.8,,,,25.7,55.5,0.2,14,16.1,30.1,,,,,24.2,,2,14,1004,0,,-0.04,,,,,,,,2017-08-09,18:21:23.345Z
8c9417a0-7d2f-11e7-8253-f5ddc2e07eee,1-1be82c2687b193ecbfff03879bbe73c0,WS,Igud,sensorData,json,2017-08-09T18:21:23.354Z,5.7,3.5,11.1,17.5,2.3,290,22.2,72.8,0.2,19,14.4,28.8,,,,,25.5,,44,14.3,1003,0,6.3,,,,,,,,,2017-08-09,18:21:23.354Z
8c9417a0-7d2f-11e7-89bf-73f282b91553,1-293da619a857d2d1d7de6b950e8b6b08,WS,Kiryat-Motzkin,sensorData,json,2017-08-09T18:21:23.354Z,12,0,11,9.35,4.1,328,27,78,0.6,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:23.354Z
8c9b4390-7d2f-11e7-abea-cbef7d55e47b,1-0d51e05a467a0082f1746c9bca3b2364,WS,Kiryat-Yam,sensorData,json,2017-08-09T18:21:23.401Z,11.6,-0.1,11.4,17,0.7,282,26.3,,0.7,,,,,,,,24.4,,,,,,,,56,,,,,,,2017-08-09,18:21:23.401Z
8cb1ffe0-7d2f-11e7-a390-95eec430254a,1-060ac84e85fd245fe5ef456a4067fac3,WS,Kiryat-Bialik,sensorData,json,2017-08-09T18:21:23.550Z,19.9,1.3,21.9,27.97,0.8,354,26.9,81.1,0.3,17,20.3,24,0,0,-0.29,0.4,25.8,,30,,,0,,,63,36,13,56,0.53,,,2017-08-09,18:21:23.550Z
8cb6e1e0-7d2f-11e7-b718-a1f91ecfe503,1-9f964003c9764ed2127552f1a4fcb684,WS,Nesher,sensorData,json,2017-08-09T18:21:23.582Z,5.8,0.2,6.1,,,,,44,,,12,21,0,0,0,0.1,,,,,,,,0.2,,,,,,,,2017-08-09,18:21:23.582Z
8d824830-7d2f-11e7-8253-f5ddc2e07eee,1-75e756d56cf0bec3166717a52ff3f267,WS,Old-Market,sensorData,json,2017-08-09T18:21:24.915Z,3,0,3.1,21.53,1.3,19,24.4,56.8,3.3,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:24.915Z
8d88fef0-7d2f-11e7-a390-95eec430254a,1-73854341865b8e9e9b66a55a28cd9c8f,WS,Kiryat-Tivon,sensorData,json,2017-08-09T18:21:24.959Z,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:24.959Z
8d8de0f0-7d2f-11e7-b9c3-dbb5dc85f138,1-5d840d1515d0723609059bb0ce0229a1,WS,Kiryat-Binyamin,sensorData,json,2017-08-09T18:21:24.991Z,8,0,7,24.83,1.6,313,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:24.991Z
8d9051f0-7d2f-11e7-89bf-73f282b91553,1-c9c8d8d9456fcca9ef9c641017cca831,WS,Kiryat-Ata,sensorData,json,2017-08-09T18:21:25.007Z,6.7,-1.7,4.1,20.58,1.9,315,23.6,80.3,0,53,20.4,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:25.007Z
8d933820-7d2f-11e7-8253-f5ddc2e07eee,1-c25fa01f019aa8b36b28b84db7b04a89,WS,Neve-Shaanan,sensorData,json,2017-08-09T18:21:25.026Z,3.5,-0.3,2.9,,2.3,0,,,-0.7,44,,20.7,0,-0.5,-0.01,0,,,,,,,,,,,,,,,,2017-08-09,18:21:25.026Z
8d95f745-7d2f-11e7-a9e4-4d653ae9914c,1-e9015981dff50befb77db9768cffded6,WS,Daliat-el-Carmel,sensorData,json,2017-08-09T18:21:25.044Z,8.4,-0.2,7.9,13.64,1.9,316,,,0.7,,15,,-0.2,0.2,-0.21,,24.5,0.3,,,,,,,,,,,,,,2017-08-09,18:21:25.044Z
8d9a3d00-7d2f-11e7-89bf-73f282b91553,1-399fe6a6647cd66e0bfcc8f97f9a8f3b,WS,Igud,sensorData,json,2017-08-09T18:21:25.072Z,6.8,3.7,12.6,17.55,2,292,22.2,71.9,0,19,13.2,22.6,,,,,25.3,,44,9.4,1003,0,7.2,,,,,,,,,2017-08-09,18:21:25.072Z
8d9fbb41-7d2f-11e7-9a24-b5e99625ae40,1-60d4680baa7b635d9efe884344c60ee8,WS,Ahuza,sensorData,json,2017-08-09T18:21:25.108Z,25.4,3,30.1,,,,25.6,61.5,0.3,14,16.3,29.6,,,,,24,,2,13.2,1005,0,,-0.04,,,,,,,,2017-08-09,18:21:25.108Z
8da364c0-7d2f-11e7-a9e4-4d653ae9914c,1-57b181119d8a817a7bff2b7795801cde,WS,Shprintsak,sensorData,json,2017-08-09T18:21:25.132Z,9.3,-0.3,8.9,,1.7,323,21.3,83.7,0,5,11.7,23.4,,,,,23.9,,40,11.7,984,0,39.7,0.27,80,,,,,,,2017-08-09,18:21:25.132Z
8da95831-7d2f-11e7-b505-c17b61b93525,1-4716c22bc0207b668a5c4f315a17e275,WS,Kiryat-Motzkin,sensorData,json,2017-08-09T18:21:25.171Z,18,0,17,8.19,4.6,328,27.2,77,0.7,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:25.171Z
8db58d30-7d2f-11e7-b505-c17b61b93525,1-dccbd982d34b6c9465198a31202acd91,WS,Kiryat-Yam,sensorData,json,2017-08-09T18:21:25.251Z,12.4,0,12.4,10.41,0.7,280,26,,0.7,,,,,,,,24,,,,,,,,56,,,,,,,2017-08-09,18:21:25.251Z
8dbfc660-7d2f-11e7-a9e4-4d653ae9914c,1-87b7f639c0df0953bb97f539771c5f29,WS,Kiryat-Bialik,sensorData,json,2017-08-09T18:21:25.318Z,15.1,0.5,16,30.26,0.7,355,26.7,77.2,0.2,17,22.4,27,0,0,-0.22,0.4,25.8,,30,,,0,,,63,28,9,43,0.65,,,2017-08-09,18:21:25.318Z
8dc56bb0-7d2f-11e7-89bf-73f282b91553,1-e315aa5500dab880eaeba7d7a012313f,WS,Nesher,sensorData,json,2017-08-09T18:21:25.355Z,5.9,0.1,6.1,,,,,42,,,13,21,0,0.1,0,0.1,,,,,,,,0.2,,,,,,,,2017-08-09,18:21:25.355Z
8e9ae420-7d2f-11e7-a390-95eec430254a,1-869d14ebd2edaa4c9fa4bd4e0d3ba04b,WS,Old-Market,sensorData,json,2017-08-09T18:21:26.754Z,2.4,0,2.3,26.86,0.8,44,24.4,55.5,3.2,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:26.754Z
8ea34890-7d2f-11e7-9bd7-e5de34957bf5,1-e999b30c9dd37dc1009299e1af819c11,WS,Kiryat-Tivon,sensorData,json,2017-08-09T18:21:26.809Z,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:26.809Z
8ea89fc0-7d2f-11e7-9090-b7e1210e708b,1-efc10b01478f6127f2d275d633993921,WS,Kiryat-Binyamin,sensorData,json,2017-08-09T18:21:26.844Z,8,0,8,25.95,1.3,315,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:26.844Z
8eaf2f70-7d2f-11e7-9a24-b5e99625ae40,1-2ef446eae5115ccc66f1e5138c03c1c3,WS,Kiryat-Ata,sensorData,json,2017-08-09T18:21:26.887Z,5.8,-1.7,3.2,21.83,1.8,316,23.5,80.4,0.2,53,19.6,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:26.887Z
8eb1a071-7d2f-11e7-b718-a1f91ecfe503,1-7ad1733987eab1c366991d0182773808,WS,Daliat-el-Carmel,sensorData,json,2017-08-09T18:21:26.903Z,7.1,-0.1,6.9,14.13,2.2,320,,,0.2,,12,,-0.2,0.2,-0.21,,24.5,0.4,,,,,,,,,,,,,,2017-08-09,18:21:26.903Z
8eb23cb0-7d2f-11e7-8253-f5ddc2e07eee,1-633641dc89df867814baa1e3d9107c16,WS,Neve-Shaanan,sensorData,json,2017-08-09T18:21:26.907Z,4.6,0.1,4.8,,1.9,5,,,-0.8,44,,20.1,0,-0.5,-0.07,0,,,,,,,,,,,,,,,,2017-08-09,18:21:26.907Z
8eba04e0-7d2f-11e7-8253-f5ddc2e07eee,1-6b8a1a5e655aef961fd8c2c4b37c5004,WS,Igud,sensorData,json,2017-08-09T18:21:26.958Z,5.3,3.6,11,19.01,2,297,22.2,70.2,0,19,12,20,,,,,25.3,,44,8,1003,0,6.8,,,,,,,,,2017-08-09,18:21:26.958Z
8ebc9cf0-7d2f-11e7-b9c3-dbb5dc85f138,1-36c30005379ba92af95223e064d842ef,WS,Ahuza,sensorData,json,2017-08-09T18:21:26.975Z,23,1.9,26,,,,25.6,62.2,0.5,14,15.1,28.2,,,,,23.9,,2,13.1,1005,0,,-0.04,,,,,,,,2017-08-09,18:21:26.975Z
8ec157e0-7d2f-11e7-9bd7-e5de34957bf5,1-dcc34b5625fe9639dce41533eabb1614,WS,Shprintsak,sensorData,json,2017-08-09T18:21:27.006Z,13.2,-0.2,12.7,,1.5,336,21.2,74.5,0,5,13,34.3,,,,,23.8,,40,21.3,984,0,39.6,0.28,82,,,,,,,2017-08-09,18:21:27.006Z
8ec68800-7d2f-11e7-8253-f5ddc2e07eee,1-aa7aa24562f18e96dd963b2f8a83821c,WS,Kiryat-Motzkin,sensorData,json,2017-08-09T18:21:27.040Z,13,0,12,11.34,4.2,329,27.3,79,0.5,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:27.040Z
8ecc5460-7d2f-11e7-a390-95eec430254a,1-cda943476aad997dbd072f28c70489a0,WS,Kiryat-Yam,sensorData,json,2017-08-09T18:21:27.078Z,10.4,-0.2,10,19.87,0.6,283,26,,0.6,,,,,,,,23.5,,,,,,,,62,,,,,,,2017-08-09,18:21:27.078Z
8eda8530-7d2f-11e7-b718-a1f91ecfe503,1-b57a7b5fb2fd8fed798a2520148db268,WS,Kiryat-Bialik,sensorData,json,2017-08-09T18:21:27.171Z,10.5,-0.6,9.5,22.67,0.9,36,26.5,71.4,0.4,17,22.6,29,0,0,-0.19,0.6,25.7,,30,,,0,,,64,11,0,11,0.59,,,2017-08-09,18:21:27.171Z
8ee337c3-7d2f-11e7-89bf-73f282b91553,1-a36aeea23f686ece8f28a23802be6c36,WS,Nesher,sensorData,json,2017-08-09T18:21:27.228Z,6.8,0.1,6.9,,,,,41,,,10,18,0,0,0,0.1,,,,,,,,0.19,,,,,,,,2017-08-09,18:21:27.228Z
8fb18440-7d2f-11e7-be4c-3f727278eaa3,1-673fffdfab3e11e4f40db229461ae9b8,WS,Old-Market,sensorData,json,2017-08-09T18:21:28.580Z,2.8,0,2.9,24.04,0.8,47,24.3,54.7,3,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:28.580Z
8fbbe480-7d2f-11e7-9090-b7e1210e708b,1-ab030e8376c331c6519fb88d2e4969a3,WS,Kiryat-Tivon,sensorData,json,2017-08-09T18:21:28.648Z,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:28.648Z
8fc66bd0-7d2f-11e7-a9e4-4d653ae9914c,1-1965a14b3f85b91576dbd98d1abb3238,WS,Kiryat-Binyamin,sensorData,json,2017-08-09T18:21:28.717Z,6,0,5,26.68,1.1,323,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:28.717Z
8fcc8650-7d2f-11e7-a9e4-4d653ae9914c,1-8b434b2f51344415ab0d61a65596fa51,WS,Kiryat-Ata,sensorData,json,2017-08-09T18:21:28.757Z,5.4,-1.8,2.5,22.18,1.3,314,23.6,77.6,0,53,16.8,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:28.757Z
8fd89440-7d2f-11e7-b505-c17b61b93525,1-51a8933b0bd5b28b3a183d74fef33f7c,WS,Neve-Shaanan,sensorData,json,2017-08-09T18:21:28.836Z,4.6,0.1,4.8,,1.5,12,,,-1,44,,17.8,0,-0.5,-0.07,0.1,,,,,,,,,,,,,,,,2017-08-09,18:21:28.836Z
8fdbc893-7d2f-11e7-89bf-73f282b91553,1-3f815da718d58d4e8639677bf398ac56,WS,Daliat-el-Carmel,sensorData,json,2017-08-09T18:21:28.857Z,6.1,0.7,7.2,15.69,1.6,321,,,0.2,,9,,-0.2,0.1,-0.22,,24.4,0.3,,,,,,,,,,,,,,2017-08-09,18:21:28.857Z
8fe2cd70-7d2f-11e7-b9c3-dbb5dc85f138,1-339afe1e372880c566b4464e49ba5cca,WS,Igud,sensorData,json,2017-08-09T18:21:28.903Z,6.3,3.7,12,19.4,1.4,298,22.3,65.7,-0.1,19,12.2,21.4,,,,,25.1,,44,9.2,1003,0,7.5,,,,,,,,,2017-08-09,18:21:28.903Z
8fe8c0e0-7d2f-11e7-abea-cbef7d55e47b,1-591da582f02c51e6293ebd54ff8edca8,WS,Kiryat-Motzkin,sensorData,json,2017-08-09T18:21:28.942Z,13,0,12,8.58,3.3,328,27.1,74,0.3,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:28.942Z
8fe8e7f0-7d2f-11e7-a390-95eec430254a,1-eeb107061301f470b62e805ddd3c368f,WS,Shprintsak,sensorData,json,2017-08-09T18:21:28.943Z,19.3,-0.2,18.9,,1.4,341,21.1,68.4,0.1,5,12.4,34.8,,,,,23.7,,40,22.4,984,0,39.6,0.29,82,,,,,,,2017-08-09,18:21:28.943Z
8fec1c40-7d2f-11e7-be4c-3f727278eaa3,1-3fa39a744fda381a644486d327ca6137,WS,Ahuza,sensorData,json,2017-08-09T18:21:28.964Z,22.7,0.3,23.3,,,,25.8,59.2,0.2,14,14,28.6,,,,,23.7,,2,14.5,1005,0,,-0.04,,,,,,,,2017-08-09,18:21:28.964Z
8ff1e8a0-7d2f-11e7-89bf-73f282b91553,1-739b31fe0b737d129041a0aa4b753916,WS,Kiryat-Yam,sensorData,json,2017-08-09T18:21:29.002Z,9.3,-0.2,8.9,15.81,0.6,283,25.8,,,,,,,,,,23.3,,,,,,,,60,,,,,,,2017-08-09,18:21:29.002Z
8ffdf690-7d2f-11e7-8253-f5ddc2e07eee,1-0b8b1c8779fa8603a2fff4ae60f70ee3,WS,Kiryat-Bialik,sensorData,json,2017-08-09T18:21:29.081Z,6.3,-0.8,5.1,17.51,1.3,58,26.3,72.1,0.1,17,19.9,27,0,0,-0.2,0.5,25.6,,30,,,0,,,64,6,0,5,0.6,,,2017-08-09,18:21:29.081Z
90068210-7d2f-11e7-89bf-73f282b91553,1-cdcfb29c799edeb9f5ee27bb56524165,WS,Nesher,sensorData,json,2017-08-09T18:21:29.137Z,7.2,0,7.1,,,,,39,,,12,20,0,0,0,0.1,,,,,,,,0.21,,,,,,,,2017-08-09,18:21:29.137Z
90ce3ee0-7d2f-11e7-8253-f5ddc2e07eee,1-ff39c842a256f3fb9780daa9ac5cda31,WS,Old-Market,sensorData,json,2017-08-09T18:21:30.446Z,1.7,-0.1,1.4,23.56,0.8,55,24.3,58.3,2.8,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:30.446Z
90d93b60-7d2f-11e7-a9e4-4d653ae9914c,1-66392244a4947a1046b27ff40041fa6f,WS,Kiryat-Binyamin,sensorData,json,2017-08-09T18:21:30.518Z,8,0,8,27.14,1.1,312,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:30.518Z
90d96270-7d2f-11e7-b9c3-dbb5dc85f138,1-3e684c470af13e9a3b13b96d2c1d1952,WS,Kiryat-Tivon,sensorData,json,2017-08-09T18:21:30.519Z,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:30.519Z
90dee0b0-7d2f-11e7-b505-c17b61b93525,1-e96a5d57febf2e0620e322ba6f2c3ffd,WS,Kiryat-Ata,sensorData,json,2017-08-09T18:21:30.555Z,4.5,-1.9,1.4,19.42,1.5,314,23.6,77.4,0,53,17,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:30.555Z
90e437e0-7d2f-11e7-abea-cbef7d55e47b,1-5257528db3fb38ca54d61b193d44cb60,WS,Neve-Shaanan,sensorData,json,2017-08-09T18:21:30.590Z,4.4,0,4.3,,1.5,9,,,-0.8,44,,16.4,0,-0.5,-0.03,0,,,,,,,,,,,,,,,,2017-08-09,18:21:30.590Z
90e4fb30-7d2f-11e7-b505-c17b61b93525,1-a7804307d6fe45c76f01d479d147ac20,WS,Daliat-el-Carmel,sensorData,json,2017-08-09T18:21:30.595Z,11.6,-0.5,10.8,13.64,1.5,312,,,0.8,,9.5,,-0.1,0.4,-0.21,,24,0.4,,,,,,,,,,,,,,2017-08-09,18:21:30.595Z
90ed5fa0-7d2f-11e7-9a24-b5e99625ae40,1-90356bb69ed893f75681659885ffd4b5,WS,Igud,sensorData,json,2017-08-09T18:21:30.650Z,8.4,3.5,13.9,17.26,1.3,290,22.3,63,-0.2,20,10.5,15.9,,,,,25,,44,5.3,1004,0,7.4,,,,,,,,,2017-08-09,18:21:30.650Z
90f54ee0-7d2f-11e7-8253-f5ddc2e07eee,1-ee730fc71da19a3a8dac5f284198978c,WS,Ahuza,sensorData,json,2017-08-09T18:21:30.702Z,23.7,0,23.6,,,,25.7,55.9,0.3,14,14.5,25.9,,,,,23.6,,2,11.3,1005,0,,-0.04,,,,,,,,2017-08-09,18:21:30.702Z
90f6ae70-7d2f-11e7-9a24-b5e99625ae40,1-53c582b7c9eee4f6d7583bc7d8301610,WS,Shprintsak,sensorData,json,2017-08-09T18:21:30.711Z,26,-0.1,25.7,,1.3,337,21,61.3,1.2,5,18,38,,,,,23.6,,40,19.9,984,0,39.6,0.34,83,,,,,,,2017-08-09,18:21:30.711Z
90fcc8f0-7d2f-11e7-89bf-73f282b91553,1-2569b0612c1f393a47fbef2debb5bc87,WS,Kiryat-Motzkin,sensorData,json,2017-08-09T18:21:30.751Z,23,0,22,8.12,2.5,323,27.2,57,0.3,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:30.751Z
91033190-7d2f-11e7-b718-a1f91ecfe503,1-93aaa0b1946388aaf5591e4ab4e0b439,WS,Kiryat-Yam,sensorData,json,2017-08-09T18:21:30.793Z,8.3,-0.2,8,21.55,0.5,286,25.8,,0,,,,,,,,23.4,,,,,,,,56,,,,,,,2017-08-09,18:21:30.793Z
910fb4b0-7d2f-11e7-8253-f5ddc2e07eee,1-fd157ffaeb431a08de42d0bc03363ebc,WS,Kiryat-Bialik,sensorData,json,2017-08-09T18:21:30.875Z,11.7,-0.5,10.8,16.67,1,54,26,77.3,0.1,17,19.4,24,0,0,-0.24,0.7,25.5,,30,,,0,,,64,9,0,8,0.68,,,2017-08-09,18:21:30.875Z
9118dc70-7d2f-11e7-b9c3-dbb5dc85f138,1-2041229f86486e699b5e490802f43898,WS,Nesher,sensorData,json,2017-08-09T18:21:30.935Z,4.8,-0.2,4.5,,,,,42,,,10,19,0,0,0,0.1,,,,,,,,0.2,,,,,,,,2017-08-09,18:21:30.935Z
91e246f1-7d2f-11e7-b718-a1f91ecfe503,1-73b14bacf74b6ecc4fe7bec572bd1368,WS,Old-Market,sensorData,json,2017-08-09T18:21:32.255Z,2,-0.1,1.7,28.82,0.7,45,24.3,58.8,3,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:32.255Z
91eca730-7d2f-11e7-89bf-73f282b91553,1-9a0addbcc22412a5555b6bf4c199fca2,WS,Kiryat-Tivon,sensorData,json,2017-08-09T18:21:32.323Z,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:32.323Z
91ef1836-7d2f-11e7-9090-b7e1210e708b,1-a8220aa773d7f9e80c2f280f32a4f16b,WS,Kiryat-Binyamin,sensorData,json,2017-08-09T18:21:32.339Z,5,0,4,22.09,1.3,299,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:32.339Z
91f86700-7d2f-11e7-b718-a1f91ecfe503,1-0c827e5d9702de3a14f42d9168746858,WS,Kiryat-Ata,sensorData,json,2017-08-09T18:21:32.400Z,10.6,-2,7.6,19.49,1.4,311,23.6,67.7,0,53,15.2,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:32.400Z
91fcfae0-7d2f-11e7-b718-a1f91ecfe503,1-0b186dc430f8d453d931fba5b17712b7,WS,Neve-Shaanan,sensorData,json,2017-08-09T18:21:32.430Z,2.6,-0.8,1.3,,1.5,0,,,-0.8,44,,18.5,0,-0.5,-0.04,0,,,,,,,,,,,,,,,,2017-08-09,18:21:32.430Z
91ff1dc0-7d2f-11e7-8253-f5ddc2e07eee,1-fbf9cc6762bd2e2a32731419f62ff0d0,WS,Daliat-el-Carmel,sensorData,json,2017-08-09T18:21:32.444Z,8,-0.6,7.1,11.75,1.4,311,,,0.5,,12.3,,-0.1,0.4,-0.19,,23.6,0.4,,,,,,,,,,,,,,2017-08-09,18:21:32.444Z
92036380-7d2f-11e7-8253-f5ddc2e07eee,1-7171a37ae996b3c025b7b44c1238e9e4,WS,Igud,sensorData,json,2017-08-09T18:21:32.472Z,6.6,3.4,12,15.64,1.3,275,22.3,64.7,-0.1,20,10.6,17.7,,,,,24.9,,44,7.1,1004,0,7.5,,,,,,,,,2017-08-09,18:21:32.472Z
920e6000-7d2f-11e7-89bf-73f282b91553,1-f4b1548c29e001f93a06c60acc18706d,WS,Ahuza,sensorData,json,2017-08-09T18:21:32.544Z,23.7,0.1,23.9,,,,25.8,50.3,0.1,15,13.3,23.6,,,,,23.6,,2,10.2,1005,0,,-0.03,,,,,,,,2017-08-09,18:21:32.544Z
920efc40-7d2f-11e7-a390-95eec430254a,1-129cd796cc0f56148fe173a9f6e5f7ef,WS,Shprintsak,sensorData,json,2017-08-09T18:21:32.548Z,20.7,0,20.7,,1.3,320,20.9,67.1,1.4,5,20.8,38,,,,,23.5,,40,17.1,984,0,39.7,0.38,82,,,,,,,2017-08-09,18:21:32.548Z
92116d45-7d2f-11e7-89bf-73f282b91553,1-4e392b5bf19e42ab0d93dbb20a0a08ea,WS,Kiryat-Motzkin,sensorData,json,2017-08-09T18:21:32.564Z,20,0,19,10.36,2.6,328,27.3,58,0.4,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:32.564Z
921b7f60-7d2f-11e7-b505-c17b61b93525,1-914d972e71830d97bc642cd9c41a2a8a,WS,Kiryat-Yam,sensorData,json,2017-08-09T18:21:32.630Z,,,,12.34,0.6,278,25.8,,-0.2,,,,,,,,23.4,,,,,,,,55,,,,,,,2017-08-09,18:21:32.630Z
922654d0-7d2f-11e7-b505-c17b61b93525,1-75384f9f4506e181e4ef151a3c9b5ce2,WS,Kiryat-Bialik,sensorData,json,2017-08-09T18:21:32.701Z,15.9,-0.3,15.3,23.99,0.8,44,25.8,76.5,0.3,17,19.7,24,0,0,-0.2,0.9,25.5,,30,,,0,,,64,12,0,11,0.68,,,2017-08-09,18:21:32.701Z
922f5580-7d2f-11e7-be4c-3f727278eaa3,1-7b11d5756845037d02dc233289dfa8d1,WS,Nesher,sensorData,json,2017-08-09T18:21:32.760Z,1.7,0.1,1.9,,,,,45,,,10,19,0,0.1,0,0.1,,,,,,,,0.19,,,,,,,,2017-08-09,18:21:32.760Z
92fe8c60-7d2f-11e7-9090-b7e1210e708b,1-1708b49ca38d781b169afca711594397,WS,Old-Market,sensorData,json,2017-08-09T18:21:34.118Z,1.7,-0.1,1.4,21.81,0.8,62,24.2,59.9,3.4,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:34.118Z
930babc0-7d2f-11e7-9bd7-e5de34957bf5,1-9100d1988ebe1794f209cb297439fa83,WS,Kiryat-Binyamin,sensorData,json,2017-08-09T18:21:34.204Z,5,0,4,21.86,1.2,306,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:34.204Z
930ce440-7d2f-11e7-9a24-b5e99625ae40,1-620f1c5edac7f79a4dd9f1e0cba049fb,WS,Kiryat-Tivon,sensorData,json,2017-08-09T18:21:34.212Z,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:34.212Z
930f2e31-7d2f-11e7-b9c3-dbb5dc85f138,1-323457a857f586bbc3d5353d447c81ae,WS,Kiryat-Ata,sensorData,json,2017-08-09T18:21:34.227Z,16.6,-1.5,14.2,19.64,1.7,309,23.7,61.8,0,53,16.9,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:34.227Z
931521a0-7d2f-11e7-9a24-b5e99625ae40,1-7df44934220089a52f5ad1cb262a296a,WS,Neve-Shaanan,sensorData,json,2017-08-09T18:21:34.266Z,1.5,-1.1,-0.1,,1.4,359,,,-0.7,44,,15,0,-0.5,-0.09,0,,,,,,,,,,,,,,,,2017-08-09,18:21:34.266Z
9317e0c0-7d2f-11e7-be4c-3f727278eaa3,1-9bbdcfe0cbbbd51a24da9970a2422745,WS,Daliat-el-Carmel,sensorData,json,2017-08-09T18:21:34.284Z,9,-0.7,7.9,12.73,1.4,317,,,0.1,,13.3,,-0.2,0,-0.24,,23.6,0.6,,,,,,,,,,,,,,2017-08-09,18:21:34.284Z
9318f231-7d2f-11e7-a390-95eec430254a,1-07b3658481f00e086801a91c39529fe6,WS,Igud,sensorData,json,2017-08-09T18:21:34.291Z,7.4,3.3,12.6,16.55,0.9,294,22.3,63,0,20,9.8,17.2,,,,,24.8,,44,7.4,1004,0,7.5,,,,,,,,,2017-08-09,18:21:34.291Z
931e2250-7d2f-11e7-b9c3-dbb5dc85f138,1-2c59b595863aaa62bb3273152cb6f71c,WS,Ahuza,sensorData,json,2017-08-09T18:21:34.325Z,14.6,0.1,14.8,,,,25.7,60.2,0,15,12.7,22,,,,,23.4,,2,9.2,1005,0,,0,,,,,,,,2017-08-09,18:21:34.325Z
9323a090-7d2f-11e7-89bf-73f282b91553,1-747552e3b375999d2c4dc9a0ec09a5fc,WS,Shprintsak,sensorData,json,2017-08-09T18:21:34.361Z,19,-0.1,18.7,,1.1,316,20.8,69.9,0.2,5,20.6,26.3,,,,,23.5,,40,5.7,984,0,39.7,0.44,82,,,,,,,2017-08-09,18:21:34.361Z
93299400-7d2f-11e7-a9e4-4d653ae9914c,1-fbe036125e6b3a908f027d4e119234ee,WS,Kiryat-Motzkin,sensorData,json,2017-08-09T18:21:34.400Z,21,0,20,12.65,2.5,332,27.3,56,0.5,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:34.400Z
