_id,_rev,deviceType,deviceId,eventType,format,timestamp,WS_sensorData_NO2,WS_sensorData_NO,WS_sensorData_NOX,WS_sensorData_StWd,WS_sensorData_WDS,WS_sensorData_WDD,WS_sensorData_ITemp,WS_sensorData_O3,WS_sensorData_SO2,WS_sensorData_Filter,WS_sensorData_PM2_5,WS_sensorData_PM10,WS_sensorData_O_Xyle,WS_sensorData_EthylB,WS_sensorData_BENZN,WS_sensorData_TOLUEN,WS_sensorData_TEMP,WS_sensorData_TOL,WS_sensorData_FILTER25,WS_sensorData_PM_10_25,WS_sensorData_BP,WS_sensorData_PREC,WS_sensorData_SR,WS_sensorData_CO,WS_sensorData_RH,WS_sensorData_NO2_TRAFIC,WS_sensorData_NO_TRAFIC,WS_sensorData_NOX_TRAFIC,WS_sensorData_CO_TRAFIC,WSV2_sensorData_BENZN,WSV2_sensorData_TOLUEN,date,time
85eb616a-7d2f-11e7-a9e4-4d653ae9914c,1-f38d90a53f42c355a22ad0a5585b76d5,WS,Kiryat-Binyamin,sensorData,json,2017-08-09T18:21:12.182Z,5,0,5,21.86,3,300,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:12.182Z
85f3c5d0-7d2f-11e7-b718-a1f91ecfe503,1-bac7cc0ba1c8a4e6d3c8f3a1ed4e8e6b,WS,Kiryat-Ata,sensorData,json,2017-08-09T18:21:12.237Z,11.1,-1.2,9.2,23.36,2.7,321,23.1,101.8,0.3,52,28.5,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:12.237Z
85fb18d0-7d2f-11e7-89bf-73f282b91553,1-ba1dbfe62b807f318882e638155f0762,WS,Neve-Shaanan,sensorData,json,2017-08-09T18:21:12.285Z,3.2,0.5,4,,3.2,355,,,-1,44,,28,0,-0.5,-0.09,0,,,,,,,,,,,,,,,,2017-08-09,18:21:12.285Z
86007000-7d2f-11e7-abea-cbef7d55e47b,1-c952ceddd9c265b515ac5edab629d48f,WS,Daliat-el-Carmel,sensorData,json,2017-08-09T18:21:12.320Z,6.6,0,6.8,18.9,3.4,320,,,0.9,,11.5,,-0.2,0.1,-0.28,,27,0.9,,,,,,,,,,,,,,2017-08-09,18:21:12.320Z
86007001-7d2f-11e7-b505-c17b61b93525,1-9d1dd9ab9857936418eddd8abe0f3761,WS,Igud,sensorData,json,2017-08-09T18:21:12.320Z,3.2,3.8,9.1,19.48,3.5,274,22,74.2,-0.2,19,15.9,31.2,,,,,27.4,,43,15.2,1002,0,156.4,,,,,,,,,2017-08-09,18:21:12.320Z
860b4570-7d2f-11e7-89bf-73f282b91553,1-b2d08c11615f96af93932aa7d24fd779,WS,Ahuza,sensorData,json,2017-08-09T18:21:12.391Z,19.6,4.7,26.8,,,,25.7,72,0,14,18.9,34.7,,,,,27.3,,2,15.8,1004,0,,-0.04,,,,,,,,2017-08-09,18:21:12.391Z
860ddd80-7d2f-11e7-be4c-3f727278eaa3,1-b641c11153ae4fc81a9772e87e90cd56,WS,Shprintsak,sensorData,json,2017-08-09T18:21:12.408Z,11,0.8,12.2,,2.5,348,21.2,82.2,0,5,14.8,39.2,,,,,26.5,,39,24.4,983,0,615.4,0.29,67,,,,,,,2017-08-09,18:21:12.408Z
860f6421-7d2f-11e7-a390-95eec430254a,1-b8144fe26d6f4dc63deb082cf755d985,WS,Kiryat-Motzkin,sensorData,json,2017-08-09T18:21:12.418Z,14,0,16,17.87,5.4,351,26.8,94,1.4,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:12.418Z
86107590-7d2f-11e7-abea-cbef7d55e47b,1-3c0f0e1607dae9598b4f61beedab401c,WS,Kiryat-Yam,sensorData,json,2017-08-09T18:21:12.425Z,3.8,0.5,4.8,5.49,1.3,271,27.9,,0.8,,,,,,,,28.9,,,,,,,,43,,,,,,,2017-08-09,18:21:12.425Z
861e5840-7d2f-11e7-b9c3-dbb5dc85f138,1-1ec3bd782a8ea56b6811f25978e36ea1,WS,Kiryat-Bialik,sensorData,json,2017-08-09T18:21:12.516Z,13.9,6.3,23.7,19.84,2.3,310,26.6,84.5,0,17,20.7,27,0,0,-0.23,1,27,,30,,,0,,,60,38,17,65,0.33,,,2017-08-09,18:21:12.516Z
861fdee0-7d2f-11e7-a390-95eec430254a,1-f9fb8e0b1476b0b1c5b3e6e8aee1e335,WS,Nesher,sensorData,json,2017-08-09T18:21:12.526Z,2.1,0.5,2.7,,,,,41,,,12,18,0,0,0,0.1,,,,,,,,0.18,,,,,,,,2017-08-09,18:21:12.526Z
86f138a2-7d2f-11e7-a9e4-4d653ae9914c,1-a8cd586d7e9237f6e0eb48470f62c951,WS,Old-Market,sensorData,json,2017-08-09T18:21:13.898Z,1.7,-0.1,1.5,17.66,2.4,0,25,55.5,2.2,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:13.898Z
87029dc0-7d2f-11e7-b9c3-dbb5dc85f138,1-95183aa6ca4c5990ee3a8a7e50c3a71a,WS,Kiryat-Tivon,sensorData,json,2017-08-09T18:21:14.012Z,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:14.012Z
87047280-7d2f-11e7-8253-f5ddc2e07eee,1-a745bc675d3d9248b933809675a870cd,WS,Kiryat-Binyamin,sensorData,json,2017-08-09T18:21:14.024Z,5,0,5,23.04,2.9,302,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:14.024Z
8709a2a1-7d2f-11e7-abea-cbef7d55e47b,1-590a75a027073187d4ee305dd97f1257,WS,Kiryat-Ata,sensorData,json,2017-08-09T18:21:14.058Z,9,-1.5,6.5,25.59,2.7,322,23.1,93.4,0.5,52,28.3,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:14.058Z
871191e0-7d2f-11e7-a390-95eec430254a,1-cabb5d18bc27b4b16d5e66676be87b09,WS,Neve-Shaanan,sensorData,json,2017-08-09T18:21:14.110Z,1.5,-0.1,1.2,,3.4,358,,,-1.2,44,,19.7,0,-0.5,-0.09,0,,,,,,,,,,,,,,,,2017-08-09,18:21:14.110Z
87164cd0-7d2f-11e7-8253-f5ddc2e07eee,1-27a3255072527ff55b48698697724817,WS,Daliat-el-Carmel,sensorData,json,2017-08-09T18:21:14.141Z,6.7,0.5,7.5,13.16,3.5,308,,,0.8,,12.3,,-0.2,0,-0.27,,26.7,0.7,,,,,,,,,,,,,,2017-08-09,18:21:14.141Z
871b55e0-7d2f-11e7-b505-c17b61b93525,1-0039f7a710d3cf03afc19a7b8f13a231,WS,Igud,sensorData,json,2017-08-09T18:21:14.174Z,4.8,4.1,11.3,21.35,2.5,298,22,68.4,0,19,15.6,30.6,,,,,27.7,,44,15,1002,0,106,,,,,,,,,2017-08-09,18:21:14.174Z
8723ba50-7d2f-11e7-a9e4-4d653ae9914c,1-4d980de5b389feefcf59aedbd3700fa6,WS,Ahuza,sensorData,json,2017-08-09T18:21:14.229Z,19.2,4.2,25.7,,,,25.8,75.1,0.2,14,16.3,30.2,,,,,26.6,,2,13.8,1004,0,,-0.04,,,,,,,,2017-08-09,18:21:14.229Z
87287540-7d2f-11e7-8253-f5ddc2e07eee,1-8cd5e10df9a7d7d5b46d8e93afc76e2e,WS,Shprintsak,sensorData,json,2017-08-09T18:21:14.260Z,8.7,0.3,9.2,,2.4,343,21.2,84.6,-0.1,5,13,35.9,,,,,26.2,,39,22.8,983,0,484.9,0.28,69,,,,,,,2017-08-09,18:21:14.260Z
8730d9b0-7d2f-11e7-8253-f5ddc2e07eee,1-9053ca182d14c968d031e5f1ed1971e3,WS,Kiryat-Motzkin,sensorData,json,2017-08-09T18:21:14.315Z,13,0,14,15.85,5,336,26.8,90,1.1,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:14.315Z
873609d0-7d2f-11e7-be4c-3f727278eaa3,1-6dd4336686ad50a5ebe1a0367d37f568,WS,Kiryat-Yam,sensorData,json,2017-08-09T18:21:14.349Z,3,0.2,3.5,6.65,1.4,271,27.7,,1.1,,,,,,,,28.7,,,,,,,,44,,,,,,,2017-08-09,18:21:14.349Z
87435040-7d2f-11e7-9a24-b5e99625ae40,1-65530f5c6d6af7f5a8dbb37c8a3a41c9,WS,Kiryat-Bialik,sensorData,json,2017-08-09T18:21:14.436Z,15.9,6.5,25.9,20.2,2.1,312,26.8,79.8,0,17,21.5,27,0.1,0.1,-0.21,0.9,26.9,,30,,,0,,,61,43,15,67,0.54,,,2017-08-09,18:21:14.436Z
874a5520-7d2f-11e7-a390-95eec430254a,1-3f36efaecac2928ed44fe7199fad82c4,WS,Nesher,sensorData,json,2017-08-09T18:21:14.482Z,4.1,0.6,4.7,,,,,41,,,11,18,0,0,0,0.1,,,,,,,,0.2,,,,,,,,2017-08-09,18:21:14.482Z
880d5700-7d2f-11e7-b505-c17b61b93525,1-5675ace6480655197967c379400bac55,WS,Old-Market,sensorData,json,2017-08-09T18:21:15.760Z,1.4,-0.2,1.1,17.57,2.3,8,24.9,57,2.6,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:15.760Z
881964f0-7d2f-11e7-9090-b7e1210e708b,1-8f009af8fe0cba17f521e50341c7ff0b,WS,Kiryat-Tivon,sensorData,json,2017-08-09T18:21:15.839Z,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:15.839Z
881b87d0-7d2f-11e7-b505-c17b61b93525,1-21def241b03303021438ae7b6013e9cc,WS,Kiryat-Binyamin,sensorData,json,2017-08-09T18:21:15.853Z,6,0,7,26.36,2.3,309,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:15.853Z
881ff4a0-7d2f-11e7-a390-95eec430254a,1-217e41c3a30478ee3482e0c4c23ee07c,WS,Kiryat-Ata,sensorData,json,2017-08-09T18:21:15.882Z,10.3,-1.4,8.1,22.07,2.9,323,23.1,84.3,0.4,52,28,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:15.882Z
8822b3c0-7d2f-11e7-89bf-73f282b91553,1-5dcd739ae3df6c43416900ab36a80df6,WS,Neve-Shaanan,sensorData,json,2017-08-09T18:21:15.900Z,1.7,-0.4,1.1,,2.8,357,,,-1.3,44,,19.2,0,-0.5,-0.09,0,,,,,,,,,,,,,,,,2017-08-09,18:21:15.900Z
882572e0-7d2f-11e7-9a24-b5e99625ae40,1-a439b2f09c4bbb17f1a510c952e3a1e5,WS,Daliat-el-Carmel,sensorData,json,2017-08-09T18:21:15.918Z,7.7,0,7.6,18.2,3,320,,,0.2,,13.9,,-0.3,0,-0.3,,26.5,0.3,,,,,,,,,,,,,,2017-08-09,18:21:15.918Z
882572e1-7d2f-11e7-9a24-b5e99625ae40,1-7a9267ff9b1886d1254e7b98c0537f24,WS,Igud,sensorData,json,2017-08-09T18:21:15.918Z,4.5,3.8,10.5,22,2.7,293,22,68,-0.1,19,11.2,12.8,,,,,27.4,,44,1.6,1002,0,64,,,,,,,,,2017-08-09,18:21:15.918Z
882ec1b0-7d2f-11e7-89bf-73f282b91553,1-5d01e25798141b12b5d734b71a0c21f6,WS,Ahuza,sensorData,json,2017-08-09T18:21:15.979Z,16.6,2.3,20.1,,,,25.6,72.3,0.3,14,17,30.3,,,,,26,,2,13.3,1004,0,,-0.04,,,,,,,,2017-08-09,18:21:15.979Z
8834dc30-7d2f-11e7-b505-c17b61b93525,1-7fc3e1c6471f59f913b0c9f1f517ab25,WS,Shprintsak,sensorData,json,2017-08-09T18:21:16.019Z,6.3,0,6.4,,2.3,336,21.3,82.8,0.1,5,11.4,25,,,,,25.6,,39,13.6,983,0,355.7,0.27,70,,,,,,,2017-08-09,18:21:16.019Z
883af6b1-7d2f-11e7-b505-c17b61b93525,1-c3e116308503114ed7a8bf84b2808ad2,WS,Kiryat-Motzkin,sensorData,json,2017-08-09T18:21:16.059Z,16,0,17,11.94,5.2,328,26.8,80,1.2,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:16.059Z
883e7921-7d2f-11e7-be4c-3f727278eaa3,1-f04d7fe929abbab3c4bcab497eed6242,WS,Kiryat-Yam,sensorData,json,2017-08-09T18:21:16.082Z,3.4,0.3,4,8.88,1.3,270,27.6,,0.9,,,,,,,,27.7,,,,,,,,50,,,,,,,2017-08-09,18:21:16.082Z
884b7170-7d2f-11e7-9bd7-e5de34957bf5,1-8e14141e09a393a0490aeb6c9c6940d6,WS,Kiryat-Bialik,sensorData,json,2017-08-09T18:21:16.167Z,11.4,3.6,17,21.33,1.7,310,26.9,72.6,1,17,21.3,26,0,0,-0.22,0.5,26.9,,30,,,0,,,60,29,10,45,0.29,,,2017-08-09,18:21:16.167Z
885842b0-7d2f-11e7-b9c3-dbb5dc85f138,1-c91094825a2323fc7971b1daadf99bee,WS,Nesher,sensorData,json,2017-08-09T18:21:16.251Z,2.9,0.5,3.5,,,,,42,,,11,17,0,0.1,0,0.1,,,,,,,,0.2,,,,,,,,2017-08-09,18:21:16.251Z
8921d440-7d2f-11e7-9bd7-e5de34957bf5,1-74ca98e27fc58ea26e7d0d5d8abbc01f,WS,Old-Market,sensorData,json,2017-08-09T18:21:17.572Z,1.5,-0.1,1.3,17.23,2.2,14,24.9,60.2,2.8,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:17.572Z
89313d90-7d2f-11e7-b718-a1f91ecfe503,1-a91cf8fc241e5fbd68c096008b8c3474,WS,Kiryat-Tivon,sensorData,json,2017-08-09T18:21:17.673Z,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:17.673Z
89358350-7d2f-11e7-b505-c17b61b93525,1-e14fde82df3f73d2bd12723a037def5f,WS,Kiryat-Ata,sensorData,json,2017-08-09T18:21:17.701Z,10.3,-1.4,8.1,23.46,2.4,318,23.1,78.2,0.2,52,19.3,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:17.701Z
89366db0-7d2f-11e7-89bf-73f282b91553,1-7e3869c150c073c7fb8634b758f0009f,WS,Kiryat-Binyamin,sensorData,json,2017-08-09T18:21:17.707Z,4,0,4,23.6,2.4,316,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:17.707Z
893953e0-7d2f-11e7-abea-cbef7d55e47b,1-579ed728ba6499998c5c802afe6c3d4b,WS,Neve-Shaanan,sensorData,json,2017-08-09T18:21:17.726Z,2.9,0.1,3.1,,2.5,2,,,-1.2,44,,23.7,0,-0.5,-0.07,0,,,,,,,,,,,,,,,,2017-08-09,18:21:17.726Z
893bc4e0-7d2f-11e7-9090-b7e1210e708b,1-62276039b5a658ac822bbd81c08df25d,WS,Daliat-el-Carmel,sensorData,json,2017-08-09T18:21:17.742Z,4.6,0,4.5,16.72,3,318,,,0.4,,13.5,,-0.2,0,-0.3,,26.1,0.2,,,,,,,,,,,,,,2017-08-09,18:21:17.742Z
893bc4e0-7d2f-11e7-be4c-3f727278eaa3,1-f6c1beeae356d8b93c9d2964d757b498,WS,Igud,sensorData,json,2017-08-09T18:21:17.742Z,3.1,3.4,8.5,19.26,3,298,22.1,71,-0.1,19,13.7,24.8,,,,,26.7,,44,11,1002,0,31.9,,,,,,,,,2017-08-09,18:21:17.742Z
89438d10-7d2f-11e7-b9c3-dbb5dc85f138,1-14968ab1d07d41a048ee570d78faaca0,WS,Ahuza,sensorData,json,2017-08-09T18:21:17.793Z,16.8,2,20,,,,25.7,69.2,0,14,14,26.2,,,,,25.4,,2,12.1,1004,0,,-0.04,,,,,,,,2017-08-09,18:21:17.793Z
894eb0a0-7d2f-11e7-b505-c17b61b93525,1-64c5846c01d0a1c57303fc8a727e2d8b,WS,Shprintsak,sensorData,json,2017-08-09T18:21:17.866Z,8.6,0,8.6,,2.2,332,21.4,81.6,-0.2,5,10.2,11,,,,,25.3,,39,0.7,983,0,234.5,0.26,70,,,,,,,2017-08-09,18:21:17.866Z
894eb0a1-7d2f-11e7-b505-c17b61b93525,1-360f7ecedefceb9cb27a05065faa13e8,WS,Kiryat-Motzkin,sensorData,json,2017-08-09T18:21:17.866Z,16,0,16,13.46,4.9,328,27,77,1.1,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:17.866Z
895121a0-7d2f-11e7-b718-a1f91ecfe503,1-349215e0f2d430597611e65af25990b8,WS,Kiryat-Yam,sensorData,json,2017-08-09T18:21:17.882Z,5,0.3,5.6,12.87,1,275,27.4,,0.7,,,,,,,,26.9,,,,,,,,61,,,,,,,2017-08-09,18:21:17.882Z
895f5270-7d2f-11e7-89bf-73f282b91553,1-7b369ddeeaa8798f7b9bcaa7d6251928,WS,Kiryat-Bialik,sensorData,json,2017-08-09T18:21:17.975Z,18.9,3.8,24.8,37.3,0.9,341,27,79.6,0.2,17,21.3,27,0.1,0,-0.2,0.6,26.5,,30,,,0,,,61,52,31,99,0.42,,,2017-08-09,18:21:17.975Z
89640d60-7d2f-11e7-9a24-b5e99625ae40,1-1f91d4a3703fb551db8a1ec06a82448d,WS,Nesher,sensorData,json,2017-08-09T18:21:18.006Z,4.5,0.7,5.2,,,,,42,,,13,21,0,0,0,0.1,,,,,,,,0.2,,,,,,,,2017-08-09,18:21:18.006Z
8a3ae560-7d2f-11e7-9a24-b5e99625ae40,1-d0e72a871f44a1b3f442a983cd86a076,WS,Old-Market,sensorData,json,2017-08-09T18:21:19.414Z,2.6,0,2.5,23.14,1.5,31,24.7,59.8,3.3,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:19.414Z
8a463000-7d2f-11e7-9a24-b5e99625ae40,1-06f01e0536f66bc5480ba16df72555eb,WS,Kiryat-Tivon,sensorData,json,2017-08-09T18:21:19.488Z,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:19.488Z
8a4d8300-7d2f-11e7-9090-b7e1210e708b,1-87c6ca237152fad139e97ff0f8b3efa3,WS,Kiryat-Binyamin,sensorData,json,2017-08-09T18:21:19.536Z,6,0,6,23.57,2.1,324,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:19.536Z
8a4e9470-7d2f-11e7-b505-c17b61b93525,1-86615bcf0dfb225d6aec068573ec7084,WS,Kiryat-Ata,sensorData,json,2017-08-09T18:21:19.543Z,5.9,-1.9,3,22.58,2.1,316,23.2,82.8,0,52,13,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:19.543Z
8a579520-7d2f-11e7-a9e4-4d653ae9914c,1-d0c4762a4234842e579ca9b2a3b13cc5,WS,Neve-Shaanan,sensorData,json,2017-08-09T18:21:19.602Z,4.9,0,4.8,,2.1,8,,,-0.9,44,,22.1,0,-0.5,-0.07,0,,,,,,,,,,,,,,,,2017-08-09,18:21:19.602Z
8a6047b0-7d2f-11e7-b9c3-dbb5dc85f138,1-3b29d2af8282e8a2b52b3308f3071af7,WS,Daliat-el-Carmel,sensorData,json,2017-08-09T18:21:19.659Z,3.2,-0.8,1.9,14.35,2.6,321,,,0.3,,24.2,,-0.2,0,-0.27,,25.7,0,,,,,,,,,,,,,,2017-08-09,18:21:19.659Z
8a661410-7d2f-11e7-be4c-3f727278eaa3,1-a8d29ae1fbb74d8efae073201d085340,WS,Igud,sensorData,json,2017-08-09T18:21:19.697Z,3.9,3.4,9.2,18.21,2.5,295,22.2,70.3,0,19,14.7,27.9,,,,,26.3,,44,13.1,1002,0,14.3,,,,,,,,,2017-08-09,18:21:19.697Z
8a6c2e90-7d2f-11e7-b9c3-dbb5dc85f138,1-e650098a6d3b9867eb2aaef398e145ec,WS,Ahuza,sensorData,json,2017-08-09T18:21:19.737Z,28.6,4.1,35,,,,25.5,63.5,0.2,14,16.8,30.4,,,,,24.9,,2,13.5,1004,0,,-0.04,,,,,,,,2017-08-09,18:21:19.737Z
8a71faf0-7d2f-11e7-b9c3-dbb5dc85f138,1-fa80b70540d9b86fd8b87478038a41d5,WS,Shprintsak,sensorData,json,2017-08-09T18:21:19.775Z,22.2,0.1,22.4,,1.8,0,21.4,66.9,0.3,5,12.7,32.1,,,,,24.8,,39,19.4,983,0,122,0.27,76,,,,,,,2017-08-09,18:21:19.775Z
8a735a80-7d2f-11e7-a9e4-4d653ae9914c,1-b19976887ca662184c62964b9da99524,WS,Kiryat-Motzkin,sensorData,json,2017-08-09T18:21:19.784Z,13,0,12,12.56,4.3,326,27.1,79,1.2,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:19.784Z
8a7be600-7d2f-11e7-9090-b7e1210e708b,1-1c548b2c6e6db635023567c8bb406629,WS,Kiryat-Yam,sensorData,json,2017-08-09T18:21:19.840Z,6.9,0.4,7.5,16.56,0.8,279,27,,0.8,,,,,,,,25.9,,,,,,,,60,,,,,,,2017-08-09,18:21:19.840Z
8a88b740-7d2f-11e7-9090-b7e1210e708b,1-3a37a60637b2e4c913bd85e0945ca26d,WS,Kiryat-Bialik,sensorData,json,2017-08-09T18:21:19.924Z,12,0.7,13.1,32.12,0.9,36,27,84.6,0.1,17,22.1,30,0.1,0,-0.28,0.3,26.1,,30,,,0,,,63,30,14,53,0.33,,,2017-08-09,18:21:19.924Z
8a8b2840-7d2f-11e7-b505-c17b61b93525,1-1f1410952e4d3767f9148734c45210ef,WS,Nesher,sensorData,json,2017-08-09T18:21:19.940Z,4.6,0.4,5,,,,,44,,,10,15,0,0,0,0.1,,,,,,,,0.2,,,,,,,,2017-08-09,18:21:19.940Z
8b526fe0-7d2f-11e7-a9e4-4d653ae9914c,1-e414ddac59c56b58f2bc01430a351b0f,WS,Old-Market,sensorData,json,2017-08-09T18:21:21.246Z,2.3,0,2.2,22.9,1.2,34,24.6,61.5,3.1,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:21.246Z
8b555610-7d2f-11e7-9a24-b5e99625ae40,1-b4fc9052e1753a9d9fff79b5d9883c24,WS,Kiryat-Tivon,sensorData,json,2017-08-09T18:21:21.265Z,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:21.265Z
8b5ecbf0-7d2f-11e7-b718-a1f91ecfe503,1-bfa5538488df2c9d1db856d4aec953a6,WS,Kiryat-Binyamin,sensorData,json,2017-08-09T18:21:21.327Z,7,0,7,29.54,1.2,308,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:21.327Z
8b618b10-7d2f-11e7-b505-c17b61b93525,1-283b7abff07716db4a220caa4b795b4f,WS,Kiryat-Ata,sensorData,json,2017-08-09T18:21:21.345Z,4.4,-2.1,1.2,22.15,1.8,311,23.3,82.8,0,52,21.7,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:21.345Z
8b681ac0-7d2f-11e7-9a24-b5e99625ae40,1-2256d524f55d7f9c5e5d81ff905a3dd7,WS,Neve-Shaanan,sensorData,json,2017-08-09T18:21:21.388Z,5.4,0.4,6.1,,1.6,3,,,-0.8,44,,16.6,0,-0.5,-0.07,0,,,,,,,,,,,,,,,,2017-08-09,18:21:21.388Z
8b6b2800-7d2f-11e7-be4c-3f727278eaa3,1-75bbfd90a50a67d3a78114064d1e7bc7,WS,Daliat-el-Carmel,sensorData,json,2017-08-09T18:21:21.408Z,6.1,0.3,6.5,14.97,1.6,316,,,0.4,,16.6,,-0.2,0,-0.27,,25.1,0,,,,,,,,,,,,,,2017-08-09,18:21:21.408Z
8b7401a6-7d2f-11e7-9a24-b5e99625ae40,1-da68bb9b5169aa9c7ee013bfcf01e6de,WS,Igud,sensorData,json,2017-08-09T18:21:21.466Z,5.1,3.7,10.8,19.74,1.9,283,22.2,69.4,0,19,12.8,23.3,,,,,25.8,,44,10.5,1003,0,7.7,,,,,,,,,2017-08-09,18:21:21.466Z
8b784760-7d2f-11e7-b505-c17b61b93525,1-45b282f7192c601f1c3a584282e24565,WS,Ahuza,sensorData,json,2017-08-09T18:21:21.494Z,30.4,4.8,37.9,,,,25.6,55.7,0.2,14,16.7,30.4,,,,,24.5,,2,13.6,1004,0,,-0.04,,,,,,,,2017-08-09,18:21:21.494Z
8b7bf0e0-7d2f-11e7-a9e4-4d653ae9914c,1-c17cbd14f3bf2d6c37aa09b078dfc5b7,WS,Shprintsak,sensorData,json,2017-08-09T18:21:21.518Z,20.8,-0.1,20.5,,1.4,348,21.4,70.6,2.1,5,11.2,27.5,,,,,24.3,,40,16.3,984,0,51.8,0.26,77,,,,,,,2017-08-09,18:21:21.518Z
8b7c6610-7d2f-11e7-89bf-73f282b91553,1-661489acdda11cee26d2d3b9aa6cea57,WS,Kiryat-Motzkin,sensorData,json,2017-08-09T18:21:21.521Z,11,0,10,10.33,3.9,326,27.3,79,0.7,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:21.521Z
8b853fb0-7d2f-11e7-a9e4-4d653ae9914c,1-3b1f35294537985fac55a4450643dc66,WS,Kiryat-Yam,sensorData,json,2017-08-09T18:21:21.579Z,8.4,0,8.4,11.93,0.7,280,26.6,,0.7,,,,,,,,24.9,,,,,,,,59,,,,,,,2017-08-09,18:21:21.579Z
8b8edca0-7d2f-11e7-8253-f5ddc2e07eee,1-76e5ff6878dae128c937505470538568,WS,Kiryat-Bialik,sensorData,json,2017-08-09T18:21:21.642Z,9.1,-0.7,7.9,17.88,1.1,49,26.9,86.1,0.1,17,21.7,28,0,0,-0.28,0.3,25.8,,30,,,0,,,64,15,0,16,0.26,,,2017-08-09,18:21:21.642Z
8b92fb50-7d2f-11e7-b9c3-dbb5dc85f138,1-aaeb5d0a2d1e8ca15f82c05fe971fcb4,WS,Nesher,sensorData,json,2017-08-09T18:21:21.669Z,3.8,0,3.8,,,,,46,,,11,20,0,0,0,0.1,,,,,,,,0.2,,,,,,,,2017-08-09,18:21:21.669Z
8c71e9a1-7d2f-11e7-a390-95eec430254a,1-032a961a6ad2a8cc3b23f2280740e85a,WS,Old-Market,sensorData,json,2017-08-09T18:21:23.130Z,3.9,0.3,4.4,23.15,1.2,24,24.5,58.7,3.2,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:23.130Z
8c785240-7d2f-11e7-b505-c17b61b93525,1-5bd4e8698200eca95c55fdb910e9aabe,WS,Kiryat-Tivon,sensorData,json,2017-08-09T18:21:23.172Z,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:23.172Z
8c7b8690-7d2f-11e7-abea-cbef7d55e47b,1-741b489a412a056e805678e3ee917ca1,WS,Kiryat-Binyamin,sensorData,json,2017-08-09T18:21:23.193Z,10,0,9,25.09,1.6,307,,,,,,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:23.193Z
8c7fcc52-7d2f-11e7-a9e4-4d653ae9914c,1-bed1db33433d57676cc2c3f9e99c4351,WS,Kiryat-Ata,sensorData,json,2017-08-09T18:21:23.221Z,5.1,-1.7,2.4,19.9,1.8,312,23.5,79.8,0,53,24.6,,,,,,,,,,,,,,,,,,,,,2017-08-09,18:21:23.221Z
8c86d130-7d2f-11e7-b718-a1f91ecfe503,1-86f04c6a175236cd010020d5beb07b6a,WS,Neve-Shaanan,sensorData,json,2017-08-09T18:21:23.267Z,4.5,-0.5,3.6,,2.4,0,,,-0.6,44,,23,0,-0.5,0,0.1,,,,,,,,,,,,,,,,2017-08-09,18:21:23.267Z
8c910a60-7d2f-11e7-abea-cbef7d55e47b,1-dd3ac7c4c50037d574dc20bd39883c23,WS,Daliat-el-Carmel,sensorData,json,2017-08-09T18:21:23.334Z,7.2,0.3,7.7,12.91,1.8,319,,,0.5,,19.4,,-0.2,0,-0.23,,24.7,0,,,,,,,,,,,,,,2017-08-09,18:21:23.334Z
